#{"t_start": 1776276655.5502203, "env_id": "None"}
r,l,t
66.250782,500,1214.610204
61.723788,500,1217.212112
58.846921,500,1219.198601
53.472217,500,1221.778531
71.297706,500,1223.843589
60.583859,500,1226.469277
59.054739,500,1228.527493
61.500795,500,1231.135903
62.107379,500,1233.138199
75.698334,500,1235.765068
54.279516,500,1237.795381
51.532134,500,1240.47994
53.778304,500,1242.458274
59.298453,500,1245.055216
73.280894,500,1247.028819
60.982139,500,1249.633898
59.191147,500,1251.565073
52.60447,500,1254.205163
56.429313,500,1256.25574
65.719204,500,1258.852432
69.632648,500,1260.835796
64.292313,500,1263.430471
54.438684,500,1265.518083
54.720731,500,1268.153248
30.718884,500,1270.283102
45.370838,500,1272.951841
59.969126,500,1274.974632
73.590945,500,1277.562833
29.799115,500,1279.489775
55.108664,500,1282.075206
56.118091,500,1284.023439
43.850324,500,1286.583846
53.308345,500,1288.63945
68.211813,500,1291.163504
62.057401,500,1293.142806
71.974063,500,1295.686405
60.106189,500,1297.764895
67.275991,500,1300.376502
76.535088,500,1302.357054
41.835546,500,1304.956804
46.886802,500,1306.915202
59.097637,500,1309.47132
71.041913,500,1311.391601
72.309634,500,1313.483226
59.305674,500,1316.05311
59.274253,500,1318.165777
49.448988,500,1320.832649
72.363407,500,1322.829482
31.926081,500,1325.470555
58.805835,500,1327.457003
50.697749,500,1329.938036
78.282141,500,1331.939903
47.822366,500,1334.582338
71.102277,500,1336.647075
71.804362,500,1339.26681
55.236609,500,1341.219088
62.079061,500,1343.884593
54.520952,500,1345.873262
57.308423,500,1348.476249
47.074001,500,1350.420438
71.748099,500,1353.54134
61.792629,500,1356.346028
60.975524,500,1359.707611
48.275561,500,1362.381766
61.443463,500,1365.788363
72.248379,500,1367.807313
84.993721,500,1370.379702
37.969384,500,1372.330192
66.7683,500,1374.969339
53.452073,500,1376.935434
55.435334,500,1379.533336
75.747105,500,1381.517614
70.562078,500,1384.122222
51.940838,500,1386.154595
44.303943,500,1388.711307
64.671367,500,1390.724757
48.031521,500,1393.43046
63.508973,500,1395.411575
75.248448,500,1397.999585
48.614357,500,1400.028041
66.236015,500,1402.681731
65.537766,500,1404.672422
73.780145,500,1407.293492
72.408122,500,1409.288674
60.075259,500,1411.768412
52.858227,500,1413.819699
57.181651,500,1415.816149
68.423087,500,1418.392402
69.551565,500,1420.340776
67.989731,500,1422.958823
59.842307,500,1425.072171
61.907809,500,1427.671089
64.746196,500,1429.678545
57.635628,500,1432.287278
52.274613,500,1434.369608
61.809445,500,1437.004962
59.254307,500,1439.012088
64.115506,500,1441.626036
66.240371,500,1443.643706
72.484129,500,1446.229592
64.245524,500,1448.268645
59.727568,500,1450.959524
51.329447,500,1453.023092
69.228683,500,1455.614022
45.5412,500,1457.602395
62.274468,500,1460.217879
78.444094,500,1462.30109
55.657409,500,1464.951243
65.245713,500,1466.918762
72.744898,500,1469.548612
66.996749,500,1471.489486
68.133371,500,1474.049823
67.485574,500,1476.051533
40.258753,500,1478.680727
58.401942,500,1480.66382
45.706723,500,1483.245151
52.49371,500,1485.262274
72.980962,500,1487.834148
77.644262,500,1489.814844
62.555408,500,1492.380408
45.142459,500,1494.39272
64.991533,500,1496.987138
64.807771,500,1498.986327
44.089807,500,1501.617609
60.325875,500,1503.603632
60.965686,500,1506.168305
55.554186,500,1508.133301
51.814386,500,1510.894594
58.505006,500,1512.820434
58.42072,500,1514.827335
57.763483,500,1517.544051
64.183243,500,1519.586457
64.860684,500,1522.1544
43.97567,500,1524.218697
65.906628,500,1526.79518
48.935944,500,1528.764838
59.261805,500,1531.461904
62.080121,500,1533.479114
64.067049,500,1536.059705
60.976091,500,1538.05265
62.985549,500,1540.651654
66.99336,500,1542.643667
55.560124,500,1545.227691
60.204304,500,1547.287643
76.726241,500,1549.937134
69.753041,500,1551.908526
60.305859,500,1554.544816
18.274301,500,1556.598898
56.49973,500,1559.224172
54.715777,500,1561.219697
58.559652,500,1563.771201
67.842791,500,1565.80043
63.779243,500,1568.507079
59.364116,500,1570.504196
65.248226,500,1573.156256
69.089866,500,1575.162117
54.278768,500,1577.729691
60.178887,500,1579.702096
52.436176,500,1582.293375
71.982972,500,1584.289096
57.379792,500,1586.911093
62.750959,500,1588.910516
63.415887,500,1591.474782
50.445483,500,1593.433512
72.508714,500,1596.054348
87.001991,500,1598.055217
65.636487,500,1600.610853
60.238441,500,1602.569628
61.896355,500,1605.168377
57.532907,500,1607.342309
43.859037,500,1609.499016
53.75656,500,1612.124692
60.94982,500,1614.136774
59.263927,500,1616.765944
38.351496,500,1618.78912
74.755542,500,1621.353246
71.029692,500,1623.392615
57.563298,500,1626.030099
66.27364,500,1627.97933
55.278414,500,1630.572394
70.263783,500,1632.538843
68.517334,500,1635.07456
64.139659,500,1637.051061
64.005279,500,1639.624962
70.793593,500,1641.608434
54.15355,500,1644.154432
7.389871,500,1646.173077
56.123699,500,1648.740044
61.986888,500,1650.724959
64.318168,500,1653.308619
61.520216,500,1655.290228
59.091953,500,1657.828813
53.439291,500,1659.801655
52.225836,500,1662.410919
59.38471,500,1664.458661
49.77957,500,1667.063786
61.078194,500,1669.019264
61.80061,500,1671.618289
70.050904,500,1673.639969
73.689371,500,1676.178942
65.579238,500,1678.176342
72.875941,500,1680.836028
82.459529,500,1682.871794
62.025554,500,1685.524439
66.287067,500,1687.493404
69.038477,500,1690.068495
48.930742,500,1692.075849
60.963367,500,1694.611153
68.282958,500,1696.563266
62.466583,500,1699.203815
62.444338,500,1701.163794
60.895822,500,1703.697327
66.518077,500,1705.744825
68.712774,500,1707.760717
76.764729,500,1710.298264
71.476163,500,1712.278737
79.193209,500,1714.917729
60.48213,500,1716.878761
58.31166,500,1719.45536
71.273461,500,1721.390906
49.548917,500,1723.914028
70.664375,500,1725.917033
64.244193,500,1728.500027
49.899614,500,1730.520191
69.652501,500,1733.203653
78.999542,500,1735.125978
75.422365,500,1737.649532
61.007523,500,1739.606696
68.647834,500,1742.172088
55.669661,500,1744.205457
45.447409,500,1746.812336
60.043763,500,1748.814268
65.024384,500,1751.386895
76.507561,500,1753.33455
52.924868,500,1755.86004
51.504982,500,1757.823803
65.012806,500,1760.312151
62.232994,500,1762.346582
73.596207,500,1764.894584
63.967932,500,1766.907733
47.980467,500,1769.481077
64.214814,500,1771.466359
66.920363,500,1774.023826
52.814323,500,1776.043685
61.530856,500,1778.643169
59.60936,500,1780.605285
82.064848,500,1783.145502
61.704708,500,1785.138071
61.403576,500,1787.747884
60.268531,500,1789.723582
54.518264,500,1792.327476
73.822264,500,1794.324894
73.308995,500,1796.863899
74.541541,500,1798.931782
55.726815,500,1801.510982
68.489556,500,1803.739493
62.517314,500,1805.711176
63.528788,500,1808.269031
55.657485,500,1810.246109
73.945441,500,1812.888793
60.514624,500,1814.90505
28.650566,500,1817.430111
65.771832,500,1819.39722
76.531215,500,1821.983421
78.675524,500,1823.988059
68.435836,500,1826.592004
54.72516,500,1828.572787
69.772947,500,1831.127802
68.507164,500,1833.072319
66.72265,500,1835.651485
64.269905,500,1837.645334
55.981217,500,1840.273645
70.528868,500,1842.249128
57.47893,500,1844.804332
65.521612,500,1846.814721
34.023129,500,1849.411847
57.547064,500,1851.406289
70.257854,500,1853.938223
61.759387,500,1855.872169
59.309679,500,1858.483289
66.975456,500,1860.452284
24.43605,500,1863.017702
72.023143,500,1865.018671
61.45205,500,1867.533922
60.587826,500,1869.483484
36.002791,500,1872.04476
56.388453,500,1874.022763
64.195565,500,1876.556432
53.927086,500,1878.518213
55.280783,500,1881.15669
68.951171,500,1883.158506
76.191811,500,1885.693262
77.314736,500,1887.619015
24.35919,500,1890.161281
63.848328,500,1892.185437
65.372704,500,1894.770932
73.115884,500,1896.760689
39.729277,500,1899.315887
58.774277,500,1901.326994
87.685604,500,1903.312019
4.022317,500,1905.922004
66.309227,500,1907.838464
60.92787,500,1910.428568
54.530183,500,1912.432093
64.735037,500,1914.946578
41.856748,500,1916.96929
58.02295,500,1919.57166
79.226121,500,1921.537479
61.311292,500,1924.138453
74.006765,500,1926.100448
59.276549,500,1928.722558
55.734394,500,1930.741221
63.526985,500,1933.269712
64.681337,500,1935.241879
72.734082,500,1937.842409
56.576481,500,1939.89468
82.863207,500,1942.472287
58.622744,500,1944.482641
75.144892,500,1947.046226
62.98457,500,1949.075423
60.87875,500,1951.693996
64.693821,500,1953.705541
53.212679,500,1956.313559
43.368559,500,1958.296837
76.956908,500,1960.931973
60.233492,500,1962.885087
57.77672,500,1965.518301
58.912707,500,1967.428286
72.176491,500,1970.103997
62.492027,500,1972.123215
24.899112,500,1974.695266
75.758773,500,1976.665462
72.908532,500,1979.251588
51.576181,500,1981.228638
27.110016,500,1983.832194
40.203591,500,1985.773864
45.404316,500,1988.339813
61.964389,500,1990.426753
79.819885,500,1993.055583
66.314299,500,1995.060425
63.670519,500,1997.702346
70.110638,500,1999.684532
65.74193,500,2001.757662
79.177777,500,2004.384471
54.458248,500,2006.409767
66.445707,500,2009.05581
56.28178,500,2011.074131
52.433657,500,2013.632198
81.778057,500,2015.517103
73.122963,500,2018.072678
52.800948,500,2020.07635
66.48683,500,2022.683766
73.998273,500,2024.671298
53.789187,500,2027.276896
45.592048,500,2029.24895
63.189659,500,2031.877345
52.880312,500,2033.931259
51.676563,500,2036.455829
61.709168,500,2038.423901
67.307587,500,2041.080504
73.936021,500,2043.057869
72.140837,500,2045.628232
71.95653,500,2047.613209
41.940998,500,2050.181577
58.047945,500,2052.155585
77.865221,500,2054.714335
53.767093,500,2056.741995
78.569774,500,2059.29239
21.580729,500,2061.252142
57.30285,500,2063.91145
62.44528,500,2065.987605
66.518812,500,2068.614794
77.936655,500,2070.531463
63.001605,500,2073.149665
57.243577,500,2075.19426
51.675659,500,2077.813636
67.573075,500,2079.779087
68.185481,500,2082.353408
25.409427,500,2084.348968
64.06118,500,2086.880586
78.039477,500,2088.841536
56.719239,500,2091.576176
75.377891,500,2093.510503
64.79863,500,2096.136614
62.223882,500,2098.105828
60.017443,500,2100.05441
61.232025,500,2102.636153
63.400246,500,2104.617741
67.793745,500,2107.309983
63.2709,500,2109.277854
51.543874,500,2111.839305
64.751313,500,2113.775909
55.591256,500,2116.326608
57.694062,500,2118.320168
62.846257,500,2120.948471
68.185837,500,2122.955531
81.040138,500,2125.513206
56.997475,500,2127.451576
74.023301,500,2130.022895
77.062257,500,2132.002044
73.509183,500,2134.521183
85.059921,500,2136.553022
60.627698,500,2139.162894
69.80052,500,2141.179351
