#{"t_start": 1776276655.5530179, "env_id": "None"}
r,l,t
28.964916,500,332.43549
35.792832,500,333.813933
32.721988,500,335.737706
46.747921,500,337.101247
30.481323,500,339.067516
33.266013,500,340.452672
31.106557,500,342.415608
15.85109,500,343.735339
33.680218,500,345.663947
35.15813,500,346.983266
31.985323,500,348.303784
39.740279,500,350.305047
40.470394,500,351.610544
35.486881,500,353.57795
33.858016,500,354.940579
24.436679,500,356.890257
30.170317,500,358.271963
31.743508,500,360.175296
39.717425,500,361.472516
12.961937,500,363.357059
31.242353,500,364.682762
32.716487,500,366.644382
51.997678,500,367.98532
32.417671,500,369.891821
53.56482,500,371.26214
19.814825,500,373.153067
24.340143,500,374.475019
27.463765,500,376.426076
21.143927,500,377.741892
43.490669,500,379.668096
32.345866,500,381.009283
33.791725,500,382.946101
41.767317,500,384.26483
55.00595,500,386.183185
40.35845,500,387.501917
37.089053,500,389.395029
42.76592,500,390.672866
41.508436,500,392.558483
46.937234,500,393.875668
45.527246,500,395.798274
55.128169,500,397.11819
38.989268,500,399.060138
35.406486,500,400.359035
44.874315,500,402.278192
32.761192,500,404.331362
40.155638,500,406.931333
19.719096,500,409.045942
50.184532,500,411.721647
34.02542,500,413.798762
38.470834,500,416.576476
39.824588,500,418.683923
51.735185,500,420.714077
46.267241,500,423.410752
31.436163,500,425.478574
19.46382,500,428.148781
40.507922,500,430.19919
54.194447,500,432.924545
38.489674,500,434.935245
45.064698,500,437.604298
19.110604,500,439.690641
31.833103,500,442.313374
48.341991,500,444.382197
47.041024,500,447.022715
31.842804,500,449.063435
15.938929,500,451.729339
49.335421,500,453.76057
52.796048,500,456.410486
34.924072,500,458.477315
39.882279,500,461.089595
41.79873,500,463.213971
35.088867,500,465.893913
50.743688,500,467.938167
47.507346,500,470.588673
19.329606,500,472.667092
55.990239,500,475.338984
44.26477,500,477.389152
45.246564,500,480.11454
33.413616,500,482.161808
37.63026,500,484.761735
46.627276,500,486.76636
49.585687,500,489.4385
54.43824,500,491.470468
50.756029,500,494.123626
47.158298,500,496.270036
50.258796,500,498.988123
53.815557,500,501.003934
49.042533,500,503.683768
51.07841,500,505.767487
44.370767,500,508.533086
48.132651,500,510.586025
43.888758,500,513.2506
39.193909,500,515.291977
45.290443,500,517.938606
46.95499,500,519.97474
44.266751,500,522.033994
65.269371,500,524.643533
56.12209,500,526.706808
38.919227,500,529.327142
33.233034,500,531.456447
30.727305,500,534.167459
42.600585,500,536.215938
49.363339,500,538.820594
59.065807,500,540.835135
51.306994,500,543.474879
44.537947,500,545.518706
49.147479,500,548.17364
47.508181,500,550.24199
43.960051,500,552.916248
55.256588,500,555.027116
48.408167,500,557.658485
65.145454,500,559.673111
55.64973,500,562.255216
39.330664,500,564.370188
44.088118,500,567.009501
46.64038,500,569.044384
50.037471,500,571.730152
54.689894,500,573.770547
40.490716,500,576.447114
37.421974,500,578.566345
52.580595,500,581.221313
47.607883,500,583.212149
53.922732,500,585.809668
39.120036,500,587.852393
46.960129,500,590.562283
63.169339,500,592.593633
47.568489,500,595.243011
46.749018,500,597.295709
38.293487,500,599.957938
58.25399,500,601.994791
46.279272,500,604.671884
60.274415,500,606.654138
47.757641,500,609.317796
63.759773,500,611.416399
56.24491,500,614.043862
47.322234,500,616.051818
55.914932,500,618.691342
67.111089,500,620.74116
49.342926,500,622.770722
57.563033,500,625.349198
41.281021,500,627.372062
54.557984,500,630.155469
6.172781,500,632.12471
58.014781,500,634.77155
49.228203,500,636.803352
43.420468,500,639.526659
57.957469,500,641.528783
48.932752,500,644.107667
61.758038,500,646.173698
48.277893,500,648.771553
54.498656,500,650.809314
55.382883,500,653.462653
38.549466,500,655.511448
44.572822,500,658.168108
56.297345,500,660.24723
44.421112,500,662.888719
55.56227,500,664.886863
66.756768,500,667.431542
56.952867,500,669.49988
28.232992,500,672.093826
40.312499,500,674.15967
54.246099,500,676.737267
70.546819,500,678.77522
57.216119,500,681.393237
67.024572,500,683.38033
60.160089,500,685.92271
30.123959,500,687.94155
56.056221,500,690.61053
48.072358,500,692.570596
56.597592,500,695.155771
18.177274,500,697.154775
36.961586,500,699.785145
61.366062,500,701.808419
64.529876,500,704.440699
58.744905,500,706.435073
64.910351,500,709.017169
51.476619,500,711.014266
58.246846,500,713.646719
53.031414,500,715.693673
64.17056,500,718.331279
45.703255,500,720.385387
60.95628,500,722.428377
55.350879,500,725.038464
52.610797,500,727.044367
58.435279,500,729.722739
49.562207,500,731.757055
56.979675,500,734.332672
40.589629,500,736.427064
63.453833,500,739.017957
47.960574,500,741.01272
48.568016,500,743.619476
52.768356,500,745.671506
47.413204,500,748.265463
53.507229,500,750.320008
40.490656,500,752.90855
81.752673,500,754.890134
64.96474,500,757.474267
60.461331,500,759.521906
57.340927,500,762.094051
46.818728,500,764.145271
55.406077,500,766.758376
57.997426,500,768.711043
60.434972,500,771.331745
70.304662,500,773.370538
58.157549,500,776.008323
55.702663,500,777.994224
41.171832,500,780.594549
55.767668,500,782.560853
55.733151,500,785.160383
40.91941,500,787.186891
47.224889,500,789.838361
23.295656,500,791.863301
59.549069,500,794.489631
65.728504,500,796.46608
59.221969,500,799.048639
62.230309,500,801.097596
40.660016,500,803.729455
74.921919,500,805.674686
70.693757,500,808.225604
56.8253,500,810.21138
3.932938,500,812.761931
63.48636,500,814.846008
65.019657,500,817.449464
38.834979,500,819.361621
68.836642,500,821.351119
69.22262,500,823.960026
62.166859,500,825.985151
68.007187,500,828.598014
43.488258,500,830.616349
51.945886,500,833.384671
46.31359,500,835.425978
56.327123,500,838.117905
50.261936,500,840.135368
64.023309,500,842.716848
63.145391,500,844.691367
42.543883,500,847.285618
58.582077,500,849.304121
85.306288,500,851.85272
66.458402,500,853.905741
63.102564,500,856.477127
34.636802,500,858.420675
50.358979,500,861.082448
61.234833,500,863.068183
61.803029,500,865.657793
42.576191,500,867.662082
62.970935,500,870.221025
54.483683,500,872.297394
69.18195,500,874.949933
53.611503,500,877.037182
58.197346,500,879.659029
55.664664,500,881.734982
73.510313,500,884.318806
51.71405,500,886.345864
57.054307,500,888.889086
27.72763,500,891.071738
58.690181,500,893.642584
69.191586,500,895.637039
66.504978,500,898.301586
69.789411,500,900.282625
54.088484,500,902.891768
55.063911,500,904.861208
73.030911,500,907.414346
71.077964,500,909.46007
39.278774,500,912.078679
53.692874,500,914.092687
59.47929,500,916.673285
53.757177,500,918.687903
48.957977,500,920.743114
70.458377,500,923.370422
21.963097,500,925.430469
60.7318,500,927.988798
50.389939,500,929.981782
52.881146,500,932.598113
68.504516,500,934.630619
67.04757,500,937.380498
56.798126,500,939.381091
60.523967,500,942.073666
44.174879,500,944.003915
61.694124,500,946.549632
44.76025,500,948.55887
60.69716,500,951.198739
54.788201,500,953.247114
71.812867,500,955.801995
42.835362,500,957.813241
59.788793,500,960.42414
53.358086,500,962.442634
36.429861,500,965.096855
68.926319,500,967.067158
60.282141,500,969.637455
59.995253,500,971.653266
68.98741,500,974.280604
61.768343,500,976.38453
51.746822,500,979.047512
63.322952,500,981.027243
53.137622,500,983.607075
60.545537,500,985.599148
60.163926,500,988.226404
60.124741,500,990.263928
59.772087,500,992.858774
76.486652,500,994.882238
47.347663,500,997.506873
67.700232,500,999.538159
66.978984,500,1002.349054
52.497375,500,1004.366264
17.665309,500,1007.010019
63.729672,500,1009.074062
47.938612,500,1011.688335
56.415923,500,1013.714842
78.886115,500,1015.772279
69.038431,500,1018.348121
63.666173,500,1020.398912
48.940535,500,1023.10072
11.605968,500,1025.083429
56.596928,500,1027.690578
64.516575,500,1029.708451
59.231512,500,1032.302165
68.157544,500,1034.32153
74.006588,500,1036.978174
55.021658,500,1038.985228
43.174027,500,1041.656321
58.816487,500,1043.670488
60.926144,500,1046.36231
69.289429,500,1048.369778
65.35649,500,1050.951928
38.271533,500,1053.047842
61.001912,500,1055.610528
56.412685,500,1057.647531
60.319875,500,1060.284431
55.784008,500,1062.327294
51.671825,500,1064.932178
57.589077,500,1066.975895
66.754054,500,1069.828324
60.283409,500,1071.819931
73.751368,500,1074.42799
61.943537,500,1076.423949
56.494733,500,1079.125409
59.985124,500,1081.103096
55.840943,500,1083.73258
59.611873,500,1085.653925
60.545327,500,1088.192534
49.624399,500,1090.221666
38.350583,500,1092.861962
54.671419,500,1094.861886
65.739876,500,1097.472925
78.737295,500,1099.456287
74.255382,500,1102.028218
26.119062,500,1104.027782
52.30633,500,1106.698453
63.201672,500,1108.745877
48.588098,500,1111.317666
76.291451,500,1113.398644
68.476016,500,1115.344128
67.135669,500,1117.97604
57.438303,500,1119.970496
53.102073,500,1122.580838
65.526751,500,1124.641377
66.974393,500,1127.250881
56.581233,500,1129.259312
76.27809,500,1131.869155
61.642133,500,1133.870917
-9.320361,500,1136.452781
56.14014,500,1138.411093
51.309204,500,1141.089605
52.136207,500,1143.153683
31.940572,500,1145.711201
67.480656,500,1147.69522
52.888527,500,1150.314861
49.558158,500,1152.334237
58.819092,500,1154.900988
79.77302,500,1156.862237
59.377021,500,1159.5946
89.561342,500,1161.548922
22.426658,500,1164.077286
68.53683,500,1166.13007
51.293625,500,1168.674936
65.322634,500,1170.654947
41.534602,500,1173.275286
34.797795,500,1175.313628
66.021438,500,1177.958963
75.545032,500,1179.95183
82.492,500,1182.584942
58.145859,500,1184.638125
71.410075,500,1187.208182
60.686659,500,1189.41054
58.465589,500,1192.054607
56.944748,500,1194.178958
19.038939,500,1196.813042
64.251384,500,1198.801932
54.013261,500,1201.45404
66.006905,500,1203.3736
52.309581,500,1206.006008
66.145338,500,1207.987617
63.665143,500,1210.597237
61.090208,500,1212.548009
66.537569,500,1214.608807
69.753111,500,1217.211365
60.118105,500,1219.197549
68.654165,500,1221.777867
62.763867,500,1223.842161
52.53946,500,1226.467876
61.276905,500,1228.526141
46.01012,500,1231.135314
45.232674,500,1233.137552
72.961355,500,1235.763594
55.246496,500,1237.79407
37.235571,500,1240.478718
65.515992,500,1242.457644
64.843388,500,1245.054584
36.664097,500,1247.027433
58.711417,500,1249.632598
49.011885,500,1251.564438
57.693084,500,1254.20376
63.667559,500,1256.254328
65.153309,500,1258.851053
59.633228,500,1260.834455
58.721823,500,1263.429093
63.712887,500,1265.516652
63.508643,500,1268.152507
60.919842,500,1270.282018
54.145102,500,1272.951368
53.243567,500,1274.973446
70.469533,500,1277.561408
62.687832,500,1279.488866
50.766383,500,1282.073911
56.447193,500,1284.021951
67.482213,500,1286.58272
61.300086,500,1288.638075
66.852751,500,1291.162256
70.403051,500,1293.141505
38.671889,500,1295.685182
73.601932,500,1297.763458
62.763135,500,1300.375036
78.818911,500,1302.355605
50.038969,500,1304.956262
57.42851,500,1306.914294
55.793584,500,1309.470795
53.991742,500,1311.390083
61.226749,500,1313.482558
60.27279,500,1316.051702
71.310546,500,1318.16509
51.818627,500,1320.832074
46.801688,500,1322.828175
50.64257,500,1325.469295
74.187091,500,1327.455612
62.125753,500,1329.936675
70.638585,500,1331.938763
87.283044,500,1334.580834
51.477826,500,1336.646585
57.84067,500,1339.265561
55.896004,500,1341.217963
64.349967,500,1343.883175
57.912193,500,1345.872722
56.107724,500,1348.474914
81.198514,500,1350.418918
63.445586,500,1353.54078
54.494088,500,1356.345418
39.999781,500,1359.707028
56.249507,500,1362.381192
58.395316,500,1365.787786
53.567391,500,1367.806903
71.924191,500,1370.378248
66.437256,500,1372.328753
69.521358,500,1374.969062
70.032162,500,1376.934816
57.048494,500,1379.534515
72.501395,500,1381.516928
69.32254,500,1384.12078
60.620063,500,1386.153541
57.309129,500,1388.709967
52.495141,500,1390.723325
58.489842,500,1393.429828
80.734953,500,1395.4104
66.158125,500,1397.998925
43.420527,500,1400.027569
53.671092,500,1402.68069
62.735184,500,1404.671188
57.972389,500,1407.292742
57.919064,500,1409.288131
50.071793,500,1411.766994
48.279768,500,1413.819246
52.17091,500,1415.814824
70.143002,500,1418.391722
56.755214,500,1420.33986
43.239717,500,1422.95765
48.134281,500,1425.07168
66.599272,500,1427.670098
60.725497,500,1429.677166
68.462013,500,1432.285816
54.172649,500,1434.368558
53.616481,500,1437.00359
50.810986,500,1439.010647
65.219093,500,1441.625503
55.738875,500,1443.643082
59.305962,500,1446.228602
60.430889,500,1448.267217
52.415198,500,1450.958861
65.507949,500,1453.022504
66.387925,500,1455.612839
67.992546,500,1457.600992
60.246618,500,1460.216595
57.226411,500,1462.299704
67.446119,500,1464.950014
73.157259,500,1466.917317
66.094853,500,1469.547769
53.449962,500,1471.488833
67.502668,500,1474.048401
65.808099,500,1476.050346
71.954279,500,1478.679258
58.649321,500,1480.662439
43.37341,500,1483.244498
73.187336,500,1485.260893
73.675313,500,1487.832803
59.146483,500,1489.813368
57.512468,500,1492.379157
57.238774,500,1494.391378
69.578485,500,1496.985646
65.511393,500,1498.985509
54.742672,500,1501.616332
63.513258,500,1503.602269
72.542449,500,1506.166865
52.511446,500,1508.131902
67.526837,500,1510.893986
69.477387,500,1512.818937
48.011744,500,1514.825971
66.005728,500,1517.542613
74.945682,500,1519.585013
66.460129,500,1522.153783
71.124062,500,1524.217252
80.811341,500,1526.793686
53.592679,500,1528.763986
65.574368,500,1531.461336
58.959051,500,1533.477742
68.276352,500,1536.058501
68.24605,500,1538.052052
68.860754,500,1540.650193
61.929673,500,1542.643154
-12.724528,500,1545.226259
60.216945,500,1547.286251
55.491339,500,1549.935764
65.873773,500,1551.907085
63.299176,500,1554.543316
56.668733,500,1556.597461
63.042396,500,1559.222914
64.498302,500,1561.218273
57.750338,500,1563.7698
72.525692,500,1565.799764
70.721041,500,1568.505808
57.431994,500,1570.502842
60.052508,500,1573.155619
72.891425,500,1575.161132
54.381867,500,1577.728344
58.167381,500,1579.701554
58.836715,500,1582.292097
38.51129,500,1584.28852
76.807647,500,1586.909688
65.679053,500,1588.909039
56.626229,500,1591.473476
70.529154,500,1593.432212
55.96559,500,1596.052903
72.06705,500,1598.053736
38.024782,500,1600.609445
64.228097,500,1602.568188
77.197049,500,1605.167984
51.222696,500,1607.341042
60.779517,500,1609.498375
63.304908,500,1612.124096
31.689197,500,1614.135475
62.482737,500,1616.764558
62.788627,500,1618.787661
68.227558,500,1621.352818
71.517229,500,1623.391245
66.80872,500,1626.029428
75.555524,500,1627.977914
54.48837,500,1630.571448
54.609991,500,1632.538234
48.306239,500,1635.073742
69.753667,500,1637.049598
64.540228,500,1639.624461
52.390937,500,1641.607027
59.262146,500,1644.153031
59.134857,500,1646.171707
61.022599,500,1648.738716
63.03094,500,1650.723555
58.89117,500,1653.307167
64.588907,500,1655.2888
73.278173,500,1657.827738
58.59542,500,1659.800272
64.288803,500,1662.409642
64.015001,500,1664.457942
50.485715,500,1667.062433
71.646969,500,1669.018612
72.554407,500,1671.616871
55.000097,500,1673.639328
61.641968,500,1676.178374
43.44191,500,1678.177669
49.744459,500,1680.834642
-107.232854,500,1682.871409
68.380893,500,1685.523071
71.217148,500,1687.492078
70.111935,500,1690.067109
53.089654,500,1692.074482
78.315182,500,1694.60982
40.058086,500,1696.56269
58.307376,500,1699.202393
34.28076,500,1701.163275
64.15044,500,1703.695933
61.77421,500,1705.744267
68.048534,500,1707.759621
57.457746,500,1710.297081
57.445247,500,1712.27742
63.175478,500,1714.916385
70.202714,500,1716.878093
52.94468,500,1719.454059
54.42965,500,1721.391687
59.472156,500,1723.912629
51.650967,500,1725.916384
83.281864,500,1728.499319
47.173579,500,1730.519668
66.41817,500,1733.203136
64.730807,500,1735.125335
66.025817,500,1737.648088
59.749122,500,1739.605304
71.017149,500,1742.170668
50.904929,500,1744.204385
53.033627,500,1746.811087
68.157495,500,1748.812874
60.285124,500,1751.385454
44.615733,500,1753.333648
68.007235,500,1755.858602
66.699635,500,1757.823196
48.657205,500,1760.311168
62.804149,500,1762.345938
31.807322,500,1764.893149
57.753155,500,1766.906852
78.482143,500,1769.479639
59.946021,500,1771.464851
67.550194,500,1774.022417
56.468935,500,1776.042221
67.279928,500,1778.641737
40.235207,500,1780.606004
46.001807,500,1783.144836
74.803526,500,1785.136708
55.452962,500,1787.746589
74.478526,500,1789.722132
56.540336,500,1792.326069
49.761344,500,1794.323486
44.86311,500,1796.863568
55.191877,500,1798.930377
68.667135,500,1801.510061
60.905902,500,1803.738383
70.450287,500,1805.709715
68.800688,500,1808.268388
68.761532,500,1810.245585
51.110599,500,1812.887817
42.148442,500,1814.904506
35.462584,500,1817.429496
71.745286,500,1819.395905
55.488522,500,1821.982962
41.398387,500,1823.987488
64.000627,500,1826.591316
46.800446,500,1828.572093
64.14845,500,1831.126367
66.502761,500,1833.071768
70.988935,500,1835.650078
36.510554,500,1837.644006
47.971745,500,1840.272254
67.773707,500,1842.247763
64.795985,500,1844.803787
57.796931,500,1846.813341
45.308081,500,1849.410426
60.526248,500,1851.40475
68.68856,500,1853.936823
43.420107,500,1855.871509
49.763401,500,1858.482724
64.023628,500,1860.450882
64.115079,500,1863.016335
76.040454,500,1865.017298
67.878218,500,1867.53331
42.849977,500,1869.482998
70.717294,500,1872.043421
75.003369,500,1874.022163
74.006269,500,1876.555014
65.178353,500,1878.517695
63.965181,500,1881.155246
49.013882,500,1883.157064
71.951679,500,1885.69189
65.926108,500,1887.617595
25.362134,500,1890.160658
54.314058,500,1892.188634
62.802639,500,1894.769865
73.045112,500,1896.759237
27.206129,500,1899.315112
74.516839,500,1901.325568
56.660676,500,1903.310593
73.996799,500,1905.920555
55.409511,500,1907.837092
69.770548,500,1910.427134
63.636847,500,1912.430895
83.513372,500,1914.945527
74.222158,500,1916.96853
50.688508,500,1919.570764
68.53728,500,1921.53598
61.164253,500,1924.137052
39.167164,500,1926.099846
56.896278,500,1928.721185
76.733511,500,1930.740094
67.501433,500,1933.269122
60.138706,500,1935.240437
58.015733,500,1937.841059
52.831096,500,1939.893249
75.530996,500,1942.471799
57.256995,500,1944.481533
69.476022,500,1947.044838
84.020416,500,1949.073982
75.993515,500,1951.693311
65.499358,500,1953.704937
52.780992,500,1956.312109
74.892293,500,1958.295418
58.162239,500,1960.930515
82.188846,500,1962.883761
68.909942,500,1965.517552
58.718994,500,1967.42773
51.411778,500,1970.102576
71.297023,500,1972.121846
59.727899,500,1974.693851
61.566083,500,1976.664098
67.978086,500,1979.250428
35.063522,500,1981.228104
54.706467,500,1983.83083
67.275963,500,1985.772369
37.064619,500,1988.338439
60.001767,500,1990.42532
65.319451,500,1993.054878
71.106944,500,1995.05977
57.002619,500,1997.701643
79.663302,500,1999.683542
62.27654,500,2001.757312
53.17644,500,2004.383164
69.240775,500,2006.409167
68.212431,500,2009.054424
66.319292,500,2011.072718
53.491832,500,2013.630803
79.928495,500,2015.515631
65.62757,500,2018.07129
59.751893,500,2020.07493
56.858825,500,2022.683253
20.554829,500,2024.670019
68.907174,500,2027.275781
65.60139,500,2029.247538
64.777555,500,2031.875939
74.300225,500,2033.929808
65.20821,500,2036.455247
52.061701,500,2038.422526
57.136761,500,2041.079567
72.001342,500,2043.056409
33.745249,500,2045.627683
58.459265,500,2047.611872
55.805542,500,2050.180998
80.211302,500,2052.154132
57.531107,500,2054.713704
59.558336,500,2056.740548
51.016141,500,2059.291039
70.605298,500,2061.251799
70.711986,500,2063.910177
52.260656,500,2065.986224
47.194634,500,2068.613577
59.112024,500,2070.530845
57.342259,500,2073.148228
73.03738,500,2075.192788
58.191553,500,2077.812451
67.994018,500,2079.777653
37.27616,500,2082.352485
61.531952,500,2084.348435
77.553447,500,2086.879952
54.444137,500,2088.840119
36.64671,500,2091.575488
68.488519,500,2093.509324
73.521192,500,2096.135961
65.964828,500,2098.105247
63.773665,500,2100.053793
64.227151,500,2102.634735
65.047848,500,2104.616262
55.640635,500,2107.308554
64.409263,500,2109.277407
61.003045,500,2111.837889
57.520126,500,2113.774499
75.975764,500,2116.325979
39.721614,500,2118.31869
62.262213,500,2120.946996
64.231196,500,2122.955335
67.259476,500,2125.511739
80.693178,500,2127.45016
64.028602,500,2130.021602
75.428755,500,2132.001336
61.946762,500,2134.519852
63.225251,500,2136.551608
71.451568,500,2139.161462
39.81364,500,2141.17883
