#{"t_start": 1776276655.5563076, "env_id": "None"}
r,l,t
58.788714,500,912.079691
64.402371,500,914.091876
62.234484,500,916.674432
53.659948,500,918.68737
40.249528,500,920.742515
43.960528,500,923.371275
52.371661,500,925.429789
53.044941,500,927.989023
35.689851,500,929.981169
44.519171,500,932.597548
63.758299,500,934.632011
58.314848,500,937.37987
75.040241,500,939.380389
49.630621,500,942.073468
61.986567,500,944.003167
48.932527,500,946.549024
57.03118,500,948.558226
50.87014,500,951.198081
59.376794,500,953.24806
56.007154,500,955.801293
59.97192,500,957.813426
60.134703,500,960.423617
50.75257,500,962.442229
34.57781,500,965.096175
69.765282,500,967.066458
67.544059,500,969.63853
52.065033,500,971.652637
60.541708,500,974.279972
56.811581,500,976.383793
43.150545,500,979.048484
43.279166,500,981.026651
68.007519,500,983.607982
62.311792,500,985.598614
47.158178,500,988.22727
77.462809,500,990.263761
44.147771,500,992.859798
60.994876,500,994.881778
60.564889,500,997.507965
55.178794,500,999.537804
64.664242,500,1002.348426
52.506629,500,1004.36562
59.043119,500,1007.010546
45.511203,500,1009.075014
46.121362,500,1011.687605
39.591752,500,1013.714776
60.09799,500,1015.7731
55.93397,500,1018.34891
59.469597,500,1020.398272
60.880377,500,1023.099924
53.755161,500,1025.084438
72.446195,500,1027.690779
55.734981,500,1029.707814
57.804125,500,1032.301531
57.275378,500,1034.320902
41.130577,500,1036.977711
65.234364,500,1038.984509
76.807204,500,1041.655715
45.550409,500,1043.670116
47.77542,500,1046.361554
61.029545,500,1048.369182
65.791188,500,1050.951119
60.84808,500,1053.047889
66.522768,500,1055.610059
60.254641,500,1057.648633
50.772172,500,1060.283728
37.231901,500,1062.328259
67.881919,500,1064.931852
73.406412,500,1066.975256
61.729287,500,1069.829504
33.848944,500,1071.819208
67.305583,500,1074.427364
50.836783,500,1076.423197
65.740044,500,1079.125851
57.876029,500,1081.103697
59.723707,500,1083.73361
63.788739,500,1085.653364
71.717791,500,1088.195549
46.285623,500,1090.222588
44.271772,500,1092.862847
63.509224,500,1094.86131
48.034819,500,1097.472167
59.473698,500,1099.45569
69.211873,500,1102.028939
46.267325,500,1104.028766
49.460626,500,1106.697886
64.291398,500,1108.745158
52.628403,500,1111.316971
48.181103,500,1113.398069
62.61897,500,1115.344957
71.18324,500,1117.975593
28.688493,500,1119.969872
65.648521,500,1122.580011
65.662676,500,1124.64221
58.749726,500,1127.250254
57.634416,500,1129.259372
63.319856,500,1131.868572
61.969178,500,1133.871925
69.10766,500,1136.45386
30.920912,500,1138.412117
67.689456,500,1141.089045
45.978736,500,1143.153269
52.515835,500,1145.711335
69.271011,500,1147.696214
52.048789,500,1150.314151
59.839391,500,1152.33367
44.014066,500,1154.900163
74.117572,500,1156.86171
59.490222,500,1159.593984
53.541558,500,1161.548375
53.369685,500,1164.077143
57.116568,500,1166.129615
66.770881,500,1168.674309
60.72169,500,1170.654276
57.53326,500,1173.274665
60.845,500,1175.312993
68.414985,500,1177.958458
65.653585,500,1179.951419
55.254405,500,1182.584229
69.068569,500,1184.637517
49.144675,500,1187.207624
61.819941,500,1189.41026
51.102541,500,1192.055236
64.517263,500,1194.179874
68.506813,500,1196.814141
35.803347,500,1198.801965
67.507837,500,1201.45342
57.47641,500,1203.372945
66.335132,500,1206.007051
62.788137,500,1207.986899
65.22818,500,1210.599242
52.829774,500,1212.547433
56.315694,500,1214.60813
52.897206,500,1217.211495
77.463143,500,1219.196974
33.861499,500,1221.778842
66.511068,500,1223.841573
37.199567,500,1226.467271
52.447443,500,1228.52544
57.068858,500,1231.136275
62.019556,500,1233.136975
46.079852,500,1235.764816
57.98219,500,1237.793552
55.203508,500,1240.478806
68.486627,500,1242.458442
52.226738,500,1245.055655
63.271395,500,1247.029956
60.519952,500,1249.631916
60.950377,500,1251.565365
49.31456,500,1254.203132
35.271466,500,1256.253743
70.669345,500,1258.850317
53.395347,500,1260.833799
63.437053,500,1263.42876
39.122703,500,1265.515847
44.807278,500,1268.153414
60.270367,500,1270.28154
64.374882,500,1272.952493
89.177026,500,1274.972733
64.88425,500,1277.560782
67.029744,500,1279.488072
56.533914,500,1282.073699
69.999624,500,1284.021932
41.407525,500,1286.582064
72.94818,500,1288.637464
66.010418,500,1291.161681
72.800456,500,1293.140844
59.962725,500,1295.684485
55.372501,500,1297.763122
57.908874,500,1300.374325
58.241216,500,1302.355069
65.819095,500,1304.957236
64.071601,500,1306.915235
56.893337,500,1309.473487
70.070439,500,1311.389406
60.017781,500,1313.483672
84.136509,500,1316.051086
74.761036,500,1318.166218
71.240273,500,1320.831762
62.564797,500,1322.827635
31.768348,500,1325.468612
73.453609,500,1327.455165
68.731306,500,1329.936082
22.95364,500,1331.938244
60.735683,500,1334.580248
58.9616,500,1336.64719
74.004454,500,1339.265508
64.791707,500,1341.219637
60.454796,500,1343.884343
75.296361,500,1345.873723
59.558521,500,1348.474283
35.392571,500,1350.41838
64.271477,500,1353.541758
65.518612,500,1356.346406
65.665967,500,1359.707977
39.864731,500,1362.38215
62.288127,500,1365.7887
71.740963,500,1367.807849
79.682164,500,1370.377505
75.088852,500,1372.327968
50.588673,500,1374.970034
52.85799,500,1376.935602
63.088314,500,1379.534124
55.607034,500,1381.517901
60.19741,500,1384.120078
67.751822,500,1386.152938
73.4045,500,1388.709359
41.553607,500,1390.722707
73.807846,500,1393.430643
71.283777,500,1395.409542
68.981619,500,1397.999882
65.650583,500,1400.028587
25.329358,500,1402.680252
69.567834,500,1404.670698
72.438684,500,1407.293677
54.777554,500,1409.289075
45.46476,500,1411.766754
59.886698,500,1413.820291
65.731791,500,1415.816275
47.486716,500,1418.392566
29.994531,500,1420.339167
65.1779,500,1422.959003
53.050584,500,1425.071838
73.974936,500,1427.669626
60.774201,500,1429.67662
67.274545,500,1432.28562
83.967976,500,1434.368613
41.685593,500,1437.004126
64.937607,500,1439.010153
62.042341,500,1441.626478
57.074558,500,1443.644068
64.697825,500,1446.228055
53.952216,500,1448.266851
-12.662542,500,1450.959364
65.505556,500,1453.023726
69.115217,500,1455.612215
62.425586,500,1457.600509
71.243471,500,1460.215933
68.560298,500,1462.299205
62.551806,500,1464.949208
69.697363,500,1466.916681
65.476741,500,1469.54804
78.242708,500,1471.488103
62.510179,500,1474.047667
59.815948,500,1476.049767
60.969143,500,1478.679139
80.244802,500,1480.661754
70.993928,500,1483.245298
51.808783,500,1485.260213
58.316076,500,1487.833665
55.001212,500,1489.812652
48.89502,500,1492.379189
54.201465,500,1494.390698
75.34857,500,1496.984944
71.514652,500,1498.985184
65.2642,500,1501.615799
62.225174,500,1503.602344
69.020227,500,1506.166213
60.904434,500,1508.131206
53.98816,500,1510.893934
70.489908,500,1512.818633
79.796222,500,1514.825323
66.543479,500,1517.542002
57.936837,500,1519.584402
26.461906,500,1522.153593
62.164643,500,1524.216629
67.315708,500,1526.793039
51.505548,500,1528.765124
62.479105,500,1531.462224
67.07957,500,1533.476975
47.629046,500,1536.05797
63.889649,500,1538.052946
77.249041,500,1540.649493
73.175552,500,1542.644085
62.285758,500,1545.225655
55.066597,500,1547.286685
66.985476,500,1549.935374
55.523476,500,1551.906398
52.453493,500,1554.542721
57.11497,500,1556.596869
25.109982,500,1559.222355
72.604348,500,1561.217595
53.117756,500,1563.769999
72.888262,500,1565.799627
69.051336,500,1568.505483
70.983478,500,1570.502364
82.060279,500,1573.156508
66.467488,500,1575.160549
37.765485,500,1577.727734
63.911572,500,1579.702484
74.785032,500,1582.291432
40.55706,500,1584.288349
67.186868,500,1586.909118
68.74546,500,1588.908337
45.839635,500,1591.473172
52.211835,500,1593.431545
71.741645,500,1596.052103
64.959956,500,1598.053668
54.936904,500,1600.608816
86.791334,500,1602.567744
69.49458,500,1605.168878
45.458781,500,1607.340465
49.407886,500,1609.499574
68.923711,500,1612.125308
57.65514,500,1614.135248
59.527138,500,1616.764328
37.797787,500,1618.787063
68.566536,500,1621.355665
67.793268,500,1623.391542
64.306281,500,1626.030519
53.401113,500,1627.977375
66.611724,500,1630.570908
66.000465,500,1632.539082
55.247139,500,1635.075679
56.269391,500,1637.048795
67.536376,500,1639.625634
69.265331,500,1641.606965
69.290943,500,1644.152402
58.015531,500,1646.171277
49.563454,500,1648.739136
59.746856,500,1650.723372
49.675756,500,1653.307076
66.424208,500,1655.288473
47.160418,500,1657.82718
23.724281,500,1659.799557
66.264178,500,1662.40902
70.025371,500,1664.458984
68.88738,500,1667.061786
69.437113,500,1669.019559
43.79317,500,1671.616249
62.442715,500,1673.640115
69.131377,500,1676.179199
68.168339,500,1678.177055
73.240644,500,1680.833899
59.359607,500,1682.872389
62.494524,500,1685.522464
61.560563,500,1687.491504
64.262484,500,1690.066429
67.27903,500,1692.074159
70.00309,500,1694.6091
13.002064,500,1696.563537
63.54564,500,1699.201745
69.280224,500,1701.16426
68.699851,500,1703.695246
20.354719,500,1705.745476
24.620173,500,1707.759008
79.235802,500,1710.296386
62.973694,500,1712.276757
57.269195,500,1714.918641
57.795929,500,1716.879028
71.515468,500,1719.453439
46.529259,500,1721.39145
53.276865,500,1723.911971
59.301053,500,1725.915798
61.278791,500,1728.500206
77.068468,500,1730.520494
63.296168,500,1733.204225
64.743559,500,1735.125867
68.193061,500,1737.647388
59.76563,500,1739.60462
57.733491,500,1742.170133
67.935524,500,1744.205316
52.484303,500,1746.810349
51.57803,500,1748.812253
73.531486,500,1751.384797
58.4811,500,1753.33299
55.752685,500,1755.858454
58.25139,500,1757.824245
60.151496,500,1760.312967
66.178898,500,1762.346956
73.046715,500,1764.892548
65.996695,500,1766.906558
43.921127,500,1769.479034
57.40939,500,1771.465178
74.310338,500,1774.024618
55.71509,500,1776.042247
63.618508,500,1778.641596
70.444373,500,1780.605294
49.871142,500,1783.144437
62.67406,500,1785.135973
72.529681,500,1787.745926
72.429685,500,1789.724813
66.480843,500,1792.325579
60.237136,500,1794.322831
65.499409,500,1796.863394
54.963578,500,1798.929864
55.525016,500,1801.510511
71.244265,500,1803.7392
69.051675,500,1805.709401
73.013663,500,1808.269377
60.513867,500,1810.246747
63.010616,500,1812.887137
58.705613,500,1814.905399
56.471864,500,1817.429287
39.99734,500,1819.395225
73.269403,500,1821.98397
56.921943,500,1823.98784
59.772375,500,1826.592097
66.7388,500,1828.573009
69.392236,500,1831.125751
53.68399,500,1833.072107
16.350385,500,1835.649537
67.710191,500,1837.643769
65.665535,500,1840.271878
65.755547,500,1842.247114
59.812297,500,1844.804671
69.500495,500,1846.812694
49.112877,500,1849.410073
75.945121,500,1851.403958
68.040053,500,1853.936169
66.506012,500,1855.872252
60.081078,500,1858.485049
69.487367,500,1860.450334
42.059914,500,1863.01576
74.97557,500,1865.016584
50.000076,500,1867.53434
62.245723,500,1869.482445
66.225034,500,1872.042625
73.703794,500,1874.023101
68.574713,500,1876.554336
68.441964,500,1878.518571
60.04989,500,1881.155455
66.802411,500,1883.156381
68.687599,500,1885.691187
51.158573,500,1887.616957
56.81529,500,1890.162591
69.935473,500,1892.190453
62.250472,500,1894.771193
67.010181,500,1896.759324
-38.31068,500,1899.315934
50.684678,500,1901.324922
47.592237,500,1903.310151
67.803476,500,1905.919769
62.675011,500,1907.836587
69.099569,500,1910.426415
53.718967,500,1912.43204
56.405629,500,1914.94561
20.623907,500,1916.969601
26.602186,500,1919.570161
59.873902,500,1921.535259
77.218318,500,1924.136323
62.772972,500,1926.100702
61.443682,500,1928.7213
60.068146,500,1930.74171
71.585104,500,1933.270183
78.238826,500,1935.23956
66.053739,500,1937.840358
72.679182,500,1939.892629
63.477873,500,1942.472865
67.515842,500,1944.48119
62.958444,500,1947.045313
58.316197,500,1949.073308
63.694227,500,1951.69428
70.010234,500,1953.705925
32.573732,500,1956.311419
60.404977,500,1958.294654
70.950448,500,1960.930923
81.292378,500,1962.883076
60.158506,500,1965.51774
31.734112,500,1967.428905
32.128235,500,1970.101779
18.615077,500,1972.121208
65.551284,500,1974.693041
64.298159,500,1976.663794
56.088175,500,1979.250013
60.753315,500,1981.228251
49.270687,500,1983.830358
69.355566,500,1985.771688
63.301743,500,1988.341537
64.738237,500,1990.424665
69.439264,500,1993.056424
62.361004,500,1995.059499
48.612573,500,1997.701409
70.494955,500,1999.684026
79.082842,500,2001.758492
73.673398,500,2004.382832
50.23711,500,2006.408825
70.001084,500,2009.053771
65.518541,500,2011.07337
83.26982,500,2013.630474
57.978356,500,2015.516235
46.106325,500,2018.072853
62.77783,500,2020.074396
65.304893,500,2022.683268
64.529503,500,2024.669828
63.790154,500,2027.277353
59.490761,500,2029.250055
57.322399,500,2031.87523
71.0601,500,2033.92914
80.181809,500,2036.455975
69.754841,500,2038.421862
56.096375,500,2041.078946
75.992349,500,2043.055765
66.93099,500,2045.628598
59.502629,500,2047.612626
63.142851,500,2050.182303
54.192352,500,2052.153395
8.195377,500,2054.71454
64.459833,500,2056.739897
74.273294,500,2059.290391
72.824822,500,2061.25146
72.6703,500,2063.91168
65.838912,500,2065.985473
72.40103,500,2068.612788
73.795885,500,2070.531723
77.216969,500,2073.147616
61.566366,500,2075.192042
62.032811,500,2077.811965
39.391514,500,2079.777048
55.149639,500,2082.353549
55.760985,500,2084.349346
69.645461,500,2086.880893
44.484789,500,2088.83948
44.194211,500,2091.576522
74.690985,500,2093.508583
77.984164,500,2096.136655
74.69002,500,2098.106376
92.975164,500,2100.054193
71.046477,500,2102.634392
59.024292,500,2104.616383
74.961765,500,2107.307811
65.009684,500,2109.278207
51.875771,500,2111.837304
66.849389,500,2113.77374
68.786092,500,2116.327405
66.427219,500,2118.319674
67.304575,500,2120.946377
76.808386,500,2122.956354
66.310598,500,2125.511078
50.556074,500,2127.44974
52.965996,500,2130.02094
74.815823,500,2132.002021
73.732534,500,2134.519231
70.261388,500,2136.551544
57.948998,500,2139.16078
40.604665,500,2141.179816
