rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/std,train/explained_variance,train/loss,train/clip_fraction,train/n_updates,train/clip_range,train/learning_rate
500.0,133,1189,544768,457,38.37894114,2.1429460078477858,0.008589828,-0.021695985773112623,-8.892297232151032,0.5826945900917053,0.913000226020813,0.7233160138130188,0.22998046875,1314,0.15,0.00021889919999999998
500.0,134,1186,548864,462,38.80721669,1.6126540645956993,0.0078057298,-0.015845897897088436,-8.867227202653885,0.5793060064315796,0.9373780488967896,0.499331533908844,0.1517578125,1324,0.15,0.0002182848
500.0,135,1182,552960,467,39.50412219,1.1193237293511629,0.011696556,-0.014907285379013046,-8.809912997484208,0.5715104937553406,0.9561805725097656,0.4051116108894348,0.2065673828125,1334,0.15,0.00021767039999999997
500.0,136,1179,557056,472,39.700423089999994,1.1226216431707143,0.008501906,-0.01676126181264408,-8.79178300499916,0.5668689608573914,0.959837794303894,0.4743807315826416,0.1997802734375,1344,0.15,0.00021705599999999998
500.0,137,1176,561152,477,40.17537214000001,1.5100894190371037,0.009280798,-0.021297910608700475,-8.762155228853226,0.5585839152336121,0.9402386546134949,0.48379695415496826,0.1966064453125,1354,0.15,0.00021644159999999998
500.0,138,1172,565248,481,40.623837,1.0308547686785459,0.007713801,-0.014239206435740925,-8.748659813404084,0.5607399940490723,0.963970422744751,0.40086278319358826,0.1836181640625,1364,0.15,0.0002158272
500.0,139,1169,569344,486,40.999588020000004,1.2166663128882647,0.0077171433,-0.012434890240547248,-8.745125651359558,0.5583817362785339,0.9566329717636108,0.6482864022254944,0.15791015625,1374,0.15,0.00021521279999999997
500.0,140,1166,573440,491,41.419352200000006,1.2491498205810785,0.008434068,-0.014367652536020615,-8.689858794212341,0.5561457276344299,0.9460753202438354,0.4735376238822937,0.1810791015625,1384,0.15,0.00021459839999999998
500.0,141,1163,577536,496,41.98535449999999,1.1530690219253301,0.012341852,-0.023373946927313226,-8.690397083759308,0.5514761805534363,0.9584656357765198,0.5085726380348206,0.2427734375,1394,0.15,0.000213984
500.0,142,1160,581632,501,42.055745050000006,1.3382874503731728,0.010529676,-0.0211288824051735,-8.697068828344346,0.5503895878791809,0.9544626474380493,0.6284142732620239,0.2239990234375,1404,0.15,0.00021336959999999997
500.0,143,1157,585728,506,42.0480694,1.7780181460082531,0.008745113,-0.01436366407724563,-8.72282121181488,0.5503277778625488,0.948265016078949,0.7639071345329285,0.213525390625,1414,0.15,0.0002127552
500.0,144,1154,589824,511,42.723559779999995,1.210097311064601,0.010531589,-0.017016380818677134,-8.710273915529251,0.5446944236755371,0.9626638293266296,0.5533767342567444,0.187890625,1424,0.15,0.0002121408
500.0,145,1151,593920,515,43.95214328,1.467898830398917,0.011198178,-0.01605513382673962,-8.725971382856368,0.5490257740020752,0.9616087079048157,0.6580045223236084,0.2017578125,1434,0.15,0.00021152639999999997
500.0,146,1148,598016,520,44.088645289999995,1.274097479879856,0.00810772,-0.01624568467232166,-8.702204334735871,0.543617308139801,0.9668810367584229,0.434273362159729,0.1748291015625,1444,0.15,0.00021091199999999998
500.0,147,1146,602112,525,44.29936975,1.2758917398750782,0.008850826,-0.020858871989184992,-8.65014261007309,0.5344510078430176,0.9653933644294739,0.5293391346931458,0.221875,1454,0.15,0.0002102976
500.0,148,1143,606208,530,44.43698415,1.2471985891461372,0.0137436185,-0.016598291916307063,-8.62274107336998,0.5302056074142456,0.9728612899780273,0.48051708936691284,0.222021484375,1464,0.15,0.0002096832
500.0,149,1140,610304,535,43.67218089000001,1.06459265910089,0.009358146,-0.017846947188081684,-8.608461540937423,0.5272749066352844,0.9764025211334229,0.5138465762138367,0.215673828125,1474,0.15,0.00020906879999999997
500.0,150,1138,614400,539,44.508920579999995,1.840225699543953,0.011868669,-0.024892020388506353,-8.614164662361144,0.5241386294364929,0.9436693787574768,0.7176945209503174,0.2686767578125,1484,0.15,0.00020845439999999998
500.0,151,1135,618496,544,45.651728039999995,1.5179858028888702,0.011205807,-0.015130033130117227,-8.547165751457214,0.5213181972503662,0.9651446342468262,0.7347386479377747,0.17939453125,1494,0.15,0.00020784000000000002
500.0,152,1133,622592,549,45.638608780000006,0.9705558765679598,0.009694368,-0.013762487607891671,-8.52448742389679,0.522415041923523,0.9756184816360474,0.35404133796691895,0.205126953125,1504,0.15,0.0002072256
500.0,153,1130,626688,554,46.20076248,1.303488528355956,0.00853864,-0.016496338072465734,-8.532409238815308,0.5180272459983826,0.9709413647651672,0.5583804845809937,0.19375,1514,0.15,0.00020661119999999998
500.0,154,1128,630784,559,47.2537068,1.0950751714408398,0.012873694,-0.02083935441914946,-8.496128261089325,0.5163702964782715,0.96847003698349,0.3960598409175873,0.24794921875,1524,0.15,0.00020599679999999996
500.0,155,1125,634880,563,47.987168710000006,1.3857932653278113,0.008373559,-0.01637388403469231,-8.502889549732208,0.5149406790733337,0.9688636660575867,0.5958507657051086,0.17646484375,1534,0.15,0.0002053824
500.0,156,1123,638976,568,48.31912290999999,1.0411637790501118,0.009495284,-0.017080095830897334,-8.490285992622375,0.5120838284492493,0.973248302936554,0.36200109124183655,0.2022705078125,1544,0.15,0.000204768
500.0,157,1121,643072,573,48.00956278,1.430309747159481,0.01291742,-0.019178145645128097,-8.463940477371215,0.5062862038612366,0.9519241452217102,0.5304458141326904,0.251123046875,1554,0.15,0.00020415359999999998
500.0,158,1118,647168,578,48.13992519000001,0.8820433299988508,0.008425358,-0.017493912737700158,-8.409317100048066,0.4948559105396271,0.9765782952308655,0.32095110416412354,0.1743896484375,1564,0.15,0.00020353919999999996
500.0,159,1117,651264,583,48.174244359999996,1.9915384203195572,0.009691763,-0.019016344787087292,-8.374754571914673,0.4917593002319336,0.9485398530960083,0.8852816820144653,0.2038818359375,1574,0.15,0.0002029248
500.0,160,1114,655360,587,48.70228491000001,1.8361346788704396,0.009687433,-0.01790319228603039,-8.375461715459824,0.4924750328063965,0.9497511386871338,0.7529739737510681,0.216748046875,1584,0.15,0.0002023104
500.0,161,1112,659456,592,49.43138871,1.263133894279599,0.011625659,-0.017664457016508095,-8.335696148872376,0.4891294538974762,0.968437135219574,0.6250895261764526,0.242626953125,1594,0.15,0.000201696
500.0,162,1110,663552,597,49.505719570000004,1.0928614065051079,0.008655794,-0.010672360548051074,-8.303153312206268,0.4827917516231537,0.9728541374206543,0.44772544503211975,0.155810546875,1604,0.15,0.00020108159999999997
500.0,163,1108,667648,602,49.33567161,1.3176933273673057,0.009038008,-0.024913799687783466,-8.28536588549614,0.47831499576568604,0.953923225402832,0.45095476508140564,0.2109619140625,1614,0.15,0.00020046719999999995
500.0,164,1106,671744,606,49.22283411999999,1.120795938000083,0.011555899,-0.016335958676063456,-8.272445684671402,0.47670483589172363,0.9716514945030212,0.4511198103427887,0.2177978515625,1624,0.15,0.00019985279999999998
500.0,165,1104,675840,611,49.703889289999985,1.3741044539958238,0.013019238,-0.020784060284495354,-8.221761411428451,0.47253286838531494,0.9579629302024841,0.6034500002861023,0.2287353515625,1634,0.15,0.0001992384
500.0,166,1102,679936,616,49.78742112,1.0055143933743238,0.009017097,-0.016259256083867513,-8.229482209682464,0.472100168466568,0.9734072685241699,0.39979615807533264,0.1969970703125,1644,0.15,0.00019862399999999997
500.0,167,1100,684032,621,48.82714013999999,1.4263390067964792,0.009898466,-0.014877024183806497,-8.217843586206437,0.4722941815853119,0.9543164968490601,0.44094645977020264,0.2065185546875,1654,0.15,0.00019800959999999995
500.0,168,1099,688128,626,48.98990369,1.3648881211876869,0.009708246,-0.016502579402003902,-8.205689960718155,0.46738770604133606,0.9659367203712463,0.627824068069458,0.2005859375,1664,0.15,0.0001973952
500.0,169,1097,692224,630,48.6794705,1.112847051024437,0.011071198,-0.016826750693144276,-8.203653717041016,0.4638727605342865,0.9659901857376099,0.38905981183052063,0.1847900390625,1674,0.15,0.0001967808
500.0,170,1095,696320,635,48.89825827999999,1.4417378060519694,0.011412596,-0.021854725343291647,-8.18749109506607,0.46261799335479736,0.9605559706687927,0.538554847240448,0.240087890625,1684,0.15,0.00019616639999999998
500.0,171,1093,700416,640,49.2207147,1.2831227924674748,0.011235965,-0.023179515884839928,-8.175036150217057,0.45869335532188416,0.9684457778930664,0.5146528482437134,0.235693359375,1694,0.15,0.000195552
500.0,172,1091,704512,645,49.21698679,0.8404549796134233,0.010484283,-0.018043161981040612,-8.103578621149063,0.4542272090911865,0.9739158153533936,0.3097265958786011,0.2189697265625,1704,0.15,0.00019493759999999997
500.0,173,1090,708608,649,49.732034250000005,1.268190660327673,0.009709111,-0.01742361426295247,-8.084495258331298,0.4510526955127716,0.9675431251525879,0.48625728487968445,0.2104736328125,1714,0.15,0.00019432319999999998
500.0,174,1088,712704,654,50.154439890000006,0.7848889090120792,0.008243027,-0.015665697416989133,-8.05410817861557,0.45026347041130066,0.9799060225486755,0.3042071461677551,0.2093994140625,1724,0.15,0.00019370879999999998
500.0,175,1086,716800,659,50.04030163,1.3693436212837695,0.008561091,-0.02060359915776644,-8.066041362285613,0.44812536239624023,0.9608690738677979,0.6285905838012695,0.1990234375,1734,0.15,0.0001930944
500.0,176,1085,720896,664,50.65593712,1.0000045351684093,0.010124803,-0.01621288381575141,-7.998341163992881,0.4450901746749878,0.9696117639541626,0.3439708352088928,0.2004638671875,1744,0.15,0.00019247999999999997
500.0,177,1083,724992,669,49.92711083999998,1.7523495987057687,0.013785588,-0.018377819248416926,-8.005742302536964,0.443311482667923,0.9490002989768982,0.9037131667137146,0.2446533203125,1754,0.15,0.00019186559999999998
500.0,178,1082,729088,673,49.5215566,0.9252129532396793,0.014530908,-0.02057538944791304,-7.9835054785013195,0.4422372579574585,0.9723721742630005,0.36129671335220337,0.2364013671875,1764,0.15,0.00019125120000000002
500.0,179,1080,733184,678,50.762987110000005,1.6290974624454975,0.009685347,-0.013958930112130475,-7.978943094611168,0.4403720796108246,0.9513491988182068,0.8094303011894226,0.1925048828125,1774,0.15,0.0001906368
500.0,180,1079,737280,683,51.25300027,1.2813142940402031,0.009653188,-0.01623207678203471,-7.996551361680031,0.4414713382720947,0.9687193036079407,0.49328505992889404,0.2013916015625,1784,0.15,0.00019002239999999998
500.0,181,1077,741376,687,51.59356715,1.005547247454524,0.008772739,-0.01607814032904571,-8.012037029862404,0.4398890733718872,0.9772201776504517,0.45189306139945984,0.1607421875,1794,0.15,0.00018940799999999996
500.0,182,1076,745472,692,51.924270809999996,1.0329100035130978,0.008167076,-0.020895811927039175,-7.993396481871605,0.4324244260787964,0.9705573916435242,0.394989937543869,0.1837890625,1804,0.15,0.00018879359999999997
500.0,183,1074,749568,697,51.64442945,1.4142529893666507,0.007701778,-0.018169937825587113,-7.931037506461143,0.4283466339111328,0.9661786556243896,0.47734010219573975,0.165576171875,1814,0.15,0.0001881792
500.0,184,1073,753664,702,51.63402808000001,1.4604975182563067,0.009936194,-0.025230432042735628,-7.91869806945324,0.42740464210510254,0.9625824689865112,0.5125490427017212,0.2162841796875,1824,0.15,0.00018756479999999998
500.0,185,1072,757760,706,50.69301707999999,1.4949728548526764,0.011879366,-0.014785870045307093,-7.901464372873306,0.4271951913833618,0.9601008892059326,0.5414979457855225,0.2016845703125,1834,0.15,0.00018695039999999996
500.0,186,1070,761856,711,51.11624298999999,1.365739131346345,0.012068463,-0.019201909785624593,-7.902130192518234,0.4265162944793701,0.9674469828605652,0.5484450459480286,0.2330810546875,1844,0.15,0.00018633599999999997
500.0,187,1069,765952,716,51.509119270000014,1.476085016131401,0.010111231,-0.01630461394379381,-7.916451102495193,0.4249681234359741,0.9646086692810059,0.5786852836608887,0.1858642578125,1854,0.15,0.0001857216
500.0,188,1068,770048,721,50.90306705,1.0279927991330624,0.00931959,-0.012780422712967265,-7.903268882632256,0.4198931157588959,0.9790331125259399,0.4988042116165161,0.1948486328125,1864,0.15,0.0001851072
500.0,189,1066,774144,725,50.80363075000001,1.3627804681658744,0.013004612,-0.015694996327511035,-7.87242830991745,0.41873064637184143,0.9707218408584595,0.6010486483573914,0.1997314453125,1874,0.15,0.00018449279999999997
500.0,190,1065,778240,730,51.18377559,1.4234029807150363,0.011455225,-0.020919131548726,-7.843462175130844,0.4148458242416382,0.9700719118118286,0.637553870677948,0.23408203125,1884,0.15,0.00018387839999999995
500.0,191,1063,782336,735,50.68721224000001,1.1675685420632362,0.010838626,-0.01597386245848611,-7.811902078986168,0.41167140007019043,0.9759078025817871,0.43579667806625366,0.2111083984375,1894,0.15,0.00018326399999999999
500.0,192,1062,786432,740,50.21504988999999,1.3649565674364568,0.010046663,-0.01439579794241581,-7.781509870290757,0.4100145399570465,0.9695340991020203,0.591570258140564,0.2013671875,1904,0.15,0.0001826496
500.0,193,1061,790528,744,50.76237064,1.4306176342070103,0.010320945,-0.019506548496428876,-7.762401255965233,0.4068537950515747,0.9698048830032349,0.5868012309074402,0.2000244140625,1914,0.15,0.00018203519999999997
500.0,194,1060,794624,749,50.280482320000004,0.8826149810105562,0.0112850685,-0.017016187618719415,-7.731245395541191,0.4046039581298828,0.9767541289329529,0.35898831486701965,0.2287109375,1924,0.15,0.00018142079999999996
500.0,195,1059,798720,754,50.89698854,1.3994631860405207,0.009902925,-0.017520827014232056,-7.715294420719147,0.4034152925014496,0.964431643486023,0.6728103160858154,0.2180419921875,1934,0.15,0.0001808064
500.0,196,1057,802816,758,51.17849883000001,1.4457849457859993,0.010192511,-0.021054458881553727,-7.682394286990165,0.40450572967529297,0.9594545364379883,0.5031982660293579,0.22568359375,1944,0.15,0.000180192
500.0,197,1056,806912,763,52.05383545000001,1.135117706656456,0.009104917,-0.016702763801731635,-7.699420428276062,0.3996114432811737,0.9710352420806885,0.4109252989292145,0.1818359375,1954,0.15,0.00017957759999999998
500.0,198,1055,811008,768,51.619875109999995,1.3185121655464171,0.009035252,-0.013548298893147149,-7.692680212855339,0.40035685896873474,0.9680364727973938,0.5424692630767822,0.198193359375,1964,0.15,0.00017896319999999996
500.0,199,1054,815104,773,51.805311539999984,1.4359642662107945,0.012852178,-0.019775756430317416,-7.719671750068665,0.39828816056251526,0.9608820676803589,0.525032639503479,0.2087646484375,1974,0.15,0.0001783488
500.0,200,1053,819200,777,52.07119394,1.4332372859120368,0.009886567,-0.013639657940075267,-7.637593567371368,0.3955479860305786,0.9605541229248047,0.7025805115699768,0.193798828125,1984,0.15,0.00017773439999999998
500.0,201,1052,823296,782,52.63805275000001,1.398789717257023,0.009498095,-0.01889663582551293,-7.691152274608612,0.39797404408454895,0.9619789123535156,0.6093152761459351,0.21064453125,1994,0.15,0.00017711999999999998
500.0,202,1051,827392,787,52.63781514,1.7205676041543483,0.016076913,-0.024286556101287715,-7.6855281591415405,0.3966582119464874,0.9506756663322449,0.6570733189582825,0.2599365234375,2004,0.15,0.0001765056
500.0,203,1049,831488,791,52.30198549,1.3959064465016127,0.011305627,-0.01968072139134165,-7.656641978025436,0.39633217453956604,0.9611095786094666,0.5064886808395386,0.223974609375,2014,0.15,0.00017589119999999997
500.0,204,1048,835584,796,52.697548770000004,1.399455737322569,0.011993231,-0.01853543097677175,-7.664502996206283,0.3952605724334717,0.9560770392417908,0.5742645263671875,0.2190673828125,2024,0.15,0.00017527679999999998
500.0,205,1047,839680,801,52.67386491,1.3501983281224965,0.009428382,-0.0181455744052073,-7.679101529717445,0.39506006240844727,0.9657251834869385,0.5405895709991455,0.18662109375,2034,0.15,0.0001746624
500.0,206,1046,843776,805,52.73426652,1.0452331896871327,0.010231717,-0.013374082813970744,-7.6812766879796985,0.3939824104309082,0.9756144881248474,0.40833044052124023,0.1845947265625,2044,0.15,0.000174048
500.0,207,1046,847872,810,53.13255915000001,1.9485081121325494,0.010039328,-0.023654266132507474,-7.669556298851967,0.392753005027771,0.9414076209068298,0.8097316026687622,0.2317626953125,2054,0.15,0.00017343359999999998
500.0,208,1044,851968,815,52.16920378,1.2104591157287359,0.010988859,-0.018933839394594542,-7.636863908171653,0.38864293694496155,0.9677468538284302,0.5984225273132324,0.247216796875,2064,0.15,0.0001728192
500.0,209,1044,856064,819,52.50282805,1.6651869058609008,0.011132086,-0.01533007314428687,-7.621969828009606,0.38691046833992004,0.9508865475654602,0.6577149629592896,0.192333984375,2074,0.15,0.00017220480000000002
500.0,210,1043,860160,824,52.807089919999996,1.8640376128256322,0.010442555,-0.02037134366692044,-7.599567648768425,0.3818102777004242,0.960283100605011,0.867060661315918,0.2126708984375,2084,0.15,0.0001715904
500.0,211,1041,864256,829,52.362774390000006,1.5265494182705879,0.013531582,-0.02319350298203062,-7.58434925377369,0.38050150871276855,0.9540921449661255,0.7060703039169312,0.2628662109375,2094,0.15,0.00017097599999999998
500.0,212,1040,868352,834,52.31760711999999,1.7294462874531746,0.0105046015,-0.020828365425404626,-7.525228986144066,0.376791387796402,0.9449461102485657,0.7297713160514832,0.2371337890625,2104,0.15,0.00017036159999999996
500.0,213,1039,872448,839,52.00261340999999,1.1664742641150951,0.011350485,-0.01612287018506322,-7.536413025856018,0.3749361038208008,0.9684317708015442,0.4590569734573364,0.213330078125,2114,0.15,0.00016974719999999997
500.0,214,1038,876544,843,53.12664112,1.2481517013162375,0.008221878,-0.016569126202375627,-7.5453162550926205,0.37559273838996887,0.9635684490203857,0.49950867891311646,0.18154296875,2124,0.15,0.0001691328
500.0,215,1037,880640,848,53.900233469999996,1.3487878017127515,0.007866387,-0.016169693802658,-7.534652695059776,0.37256351113319397,0.9670323729515076,0.5332876443862915,0.1602294921875,2134,0.15,0.0001685184
500.0,216,1036,884736,853,54.221138220000014,1.5626674212515355,0.013813825,-0.019953847181750462,-7.488682413101197,0.3705531656742096,0.958807647228241,0.7060783505439758,0.2359375,2144,0.15,0.00016790399999999997
500.0,217,1036,888832,857,54.374653370000004,1.1468411337584257,0.008248096,-0.011634529604634736,-7.489811992645263,0.3700138032436371,0.9701939225196838,0.4957328140735626,0.1941162109375,2154,0.15,0.00016728959999999998
500.0,218,1035,892928,862,54.628591809999996,1.0486800532788039,0.0071000294,-0.013735480213654228,-7.460462701320648,0.3673816919326782,0.9702150821685791,0.4022032916545868,0.1654541015625,2164,0.15,0.0001666752
500.0,219,1034,897024,867,55.28827369,1.260636929422617,0.008525807,-0.014621810734388419,-7.445857739448547,0.3676804304122925,0.9632471203804016,0.5927219986915588,0.17587890625,2174,0.15,0.0001660608
500.0,220,1033,901120,871,56.05597546999999,1.4168164730072021,0.011601983,-0.013291393217514269,-7.46738460958004,0.3660222589969635,0.9645187258720398,0.694659411907196,0.2152099609375,2184,0.15,0.00016544639999999998
500.0,221,1032,905216,876,56.33074811,1.1527971141040325,0.010894776,-0.018304593401262538,-7.4036448180675505,0.3617299497127533,0.969012975692749,0.4750058054924011,0.20390625,2194,0.15,0.00016483199999999996
500.0,222,1031,909312,881,56.3740156,1.1244162634015082,0.011928309,-0.016895612177904695,-7.398923698067665,0.36129412055015564,0.9614397287368774,0.4638599157333374,0.2244384765625,2204,0.15,0.0001642176
500.0,223,1030,913408,886,56.440937289999994,0.7483540143817663,0.009995086,-0.016584646835690366,-7.405955037474632,0.35764387249946594,0.9795260429382324,0.2431817650794983,0.213916015625,2214,0.15,0.0001636032
500.0,224,1029,917504,891,56.62030275,1.104271824285388,0.0131406905,-0.013879683589038905,-7.382828557491303,0.3563077449798584,0.971368670463562,0.42359939217567444,0.206884765625,2224,0.15,0.00016298879999999998
500.0,225,1028,921600,895,57.1031015,0.9724024191498757,0.011529844,-0.023207800276577473,-7.3768075466156,0.3530353009700775,0.9695019125938416,0.29326075315475464,0.2243896484375,2234,0.15,0.00016237439999999996
500.0,226,1027,925696,900,57.00698694,1.6421629510819913,0.010527799,-0.027731749281520023,-7.347993832826615,0.3492509126663208,0.9608709812164307,0.7354823350906372,0.24921875,2244,0.15,0.00016176
500.0,227,1027,929792,905,56.93105509,1.1932615209370852,0.008896193,-0.01609570498112589,-7.31721320450306,0.34833547472953796,0.9696699380874634,0.48328882455825806,0.2159423828125,2254,0.15,0.0001611456
500.0,228,1026,933888,909,56.24481809000001,1.4339883677661418,0.015423417,-0.01946026710793376,-7.307380273938179,0.3483142852783203,0.9635786414146423,0.5836150050163269,0.2504150390625,2264,0.15,0.00016053119999999999
500.0,229,1025,937984,914,55.58349538,1.1679622918367385,0.011887372,-0.015167609078343958,-7.2732336014509205,0.3473069667816162,0.9627709984779358,0.4745570421218872,0.2210205078125,2274,0.15,0.00015991679999999997
500.0,230,1024,942080,919,55.49124481,1.1743495281785727,0.009767049,-0.015639284352073447,-7.308883368968964,0.34647777676582336,0.9709176421165466,0.5624097585678101,0.2169189453125,2284,0.15,0.00015930239999999997
500.0,231,1023,946176,924,54.73537195000001,1.190965074673295,0.008073973,-0.015649261730141008,-7.314604622125626,0.3482986390590668,0.9687817692756653,0.4727613627910614,0.202734375,2294,0.15,0.00015868799999999998
500.0,232,1023,950272,928,54.65106087,1.1624215707182883,0.012183631,-0.013044410146540031,-7.266234672069549,0.35034993290901184,0.9612866640090942,0.4649033844470978,0.211328125,2304,0.15,0.0001580736
500.0,233,1022,954368,933,53.83021524,1.3301593884825706,0.009726415,-0.01904275753040565,-7.3055125117301944,0.35186371207237244,0.966925323009491,0.4109659492969513,0.2149169921875,2314,0.15,0.0001574592
500.0,234,1021,958464,938,53.95305755,1.9837679028511048,0.011184924,-0.025025138989440164,-7.310473412275314,0.3525341749191284,0.9468417167663574,0.9674534201622009,0.26328125,2324,0.15,0.00015684479999999998
500.0,235,1020,962560,943,53.40710802,1.1605380225926638,0.00941637,-0.016591520619113,-7.328211104869842,0.35053738951683044,0.9683380126953125,0.6076324582099915,0.2057373046875,2334,0.15,0.0001562304
500.0,236,1019,966656,947,53.38118847,1.4356419928371906,0.011685594,-0.021342377742985263,-7.312057277560234,0.3464305102825165,0.9532796740531921,0.5677171945571899,0.22685546875,2344,0.15,0.000155616
500.0,237,1019,970752,952,52.837722590000006,1.0016643971204757,0.010745766,-0.018292405498505103,-7.285224521160126,0.34540972113609314,0.9719361662864685,0.41996145248413086,0.2391845703125,2354,0.15,0.0001550016
500.0,238,1018,974848,957,53.023053340000004,1.5128947854042054,0.012881556,-0.019088141270913184,-7.273145067691803,0.34390532970428467,0.9506310820579529,0.7446326613426208,0.2467529296875,2364,0.15,0.00015438719999999998
500.0,239,1017,978944,961,53.00326456999999,1.2101031493395566,0.010831144,-0.01879870999546256,-7.260296088457108,0.3434220850467682,0.9689717292785645,0.5681445598602295,0.2186767578125,2374,0.15,0.00015377279999999997
500.0,240,1016,983040,966,53.64147035,0.9800622705370188,0.0077603688,-0.011433113407110795,-7.28177555501461,0.3446596562862396,0.9740262627601624,0.4412119686603546,0.1796142578125,2384,0.15,0.00015315839999999997
500.0,241,1016,987136,971,53.99509753000001,1.4796311654150487,0.01256801,-0.01772677859698888,-7.266384029388428,0.3438592851161957,0.9571680426597595,0.664081335067749,0.2285400390625,2394,0.15,0.000152544
500.0,242,1015,991232,976,54.08951734,1.0520016357302666,0.011691907,-0.019798413538956082,-7.25128832757473,0.342153400182724,0.9731540083885193,0.4081001281738281,0.2520751953125,2404,0.15,0.0001519296
500.0,243,1014,995328,980,54.25949320000001,1.2320164039731025,0.012862371,-0.01973047469218727,-7.232742404937744,0.34171023964881897,0.9663102030754089,0.4737341105937958,0.2016845703125,2414,0.15,0.00015131519999999997
500.0,244,1013,999424,985,55.55317541,0.8048374898731708,0.00943936,-0.01701444200007245,-7.248496618866921,0.34010306000709534,0.9743543267250061,0.3300539255142212,0.2234130859375,2424,0.15,0.00015070079999999998
500.0,245,1013,1003520,990,56.406073830000004,1.065918865799904,0.011444589,-0.019177307322388516,-7.204492470622062,0.33786287903785706,0.9685908555984497,0.4482601284980774,0.21669921875,2434,0.15,0.00015008640000000001
500.0,246,1012,1007616,995,57.33605171999999,1.4767888493835926,0.010815753,-0.013695444788027089,-7.184965899586677,0.33560314774513245,0.9530967473983765,0.6699930429458618,0.2053466796875,2444,0.15,0.000149472
500.0,247,1011,1011712,1000,57.551756850000004,1.1101698361337184,0.0098287165,-0.020558698583045043,-7.19004547894001,0.3344480097293854,0.9673996567726135,0.4266514778137207,0.20439453125,2454,0.15,0.00014885759999999998
500.0,248,1011,1015808,1004,58.218978299999996,1.2018955137580634,0.008785283,-0.015763151276041755,-7.174442416429519,0.33509767055511475,0.9709406495094299,0.49768534302711487,0.187646484375,2464,0.15,0.00014824319999999998
500.0,249,1010,1019904,1009,58.408508850000004,1.35000361725688,0.008697294,-0.016762913172715343,-7.1608572691679,0.3332393169403076,0.9555150270462036,0.6718630194664001,0.1954345703125,2474,0.15,0.0001476288
500.0,250,1009,1024000,1014,58.70871966000001,1.4801109559834003,0.009303312,-0.01722100716579007,-7.15647965669632,0.3331052362918854,0.9599204659461975,0.5654218792915344,0.2159912109375,2484,0.15,0.0001470144
500.0,251,1008,1028096,1019,59.151896429999994,1.7190141402184964,0.009319607,-0.01650409306457732,-7.1478965252637865,0.33189254999160767,0.9522577524185181,0.9205014705657959,0.212353515625,2494,0.15,0.00014639999999999998
500.0,252,1008,1032192,1023,58.40112920999999,1.1972263824194669,0.0074621984,-0.018832899251719937,-7.155807718634605,0.3304128348827362,0.9726031422615051,0.4497895836830139,0.16982421875,2504,0.15,0.00014578560000000002
500.0,253,1007,1036288,1028,58.662473879999986,1.717946932464838,0.012838911,-0.016681266036175656,-7.104558956623078,0.329071968793869,0.9469674825668335,0.7144703269004822,0.178662109375,2514,0.15,0.0001451712
500.0,254,1006,1040384,1033,58.58720098,1.1505555380135775,0.009756508,-0.00889325511016068,-7.135555338859558,0.32946667075157166,0.9720560312271118,0.4426167905330658,0.1529296875,2524,0.15,0.00014455679999999998
500.0,255,1006,1044480,1038,58.810919229999996,1.1696604013442993,0.008603101,-0.016877719029434957,-7.127509152889251,0.3271907866001129,0.968155026435852,0.5372524857521057,0.189697265625,2534,0.15,0.00014394239999999999
500.0,256,1005,1048576,1042,58.744784850000016,1.2545190934091806,0.009259589,-0.01640708994527813,-7.106876319646835,0.3257053792476654,0.9640335440635681,0.4573823809623718,0.231494140625,2544,0.15,0.00014332799999999997
500.0,257,1004,1052672,1047,58.373195190000004,1.3070660583674907,0.008897167,-0.013926887678098864,-7.108435881137848,0.32517901062965393,0.962669849395752,0.5304784178733826,0.1934326171875,2554,0.15,0.0001427136
500.0,258,1004,1056768,1052,58.44940000000001,1.6969655454158783,0.012044564,-0.023286279573221692,-7.0830013692379,0.3245573043823242,0.9525903463363647,0.6613176465034485,0.2576416015625,2564,0.15,0.00014209919999999998
500.0,259,1003,1060864,1057,57.96107199000001,1.485232385993004,0.010802982,-0.017727302070125007,-7.082381421327591,0.3229527175426483,0.9577599167823792,0.5243912935256958,0.234326171875,2574,0.15,0.0001414848
500.0,260,1002,1064960,1061,57.46345888,1.652129739522934,0.009565325,-0.012220674227864946,-7.067383882403374,0.3233983516693115,0.9491800665855408,0.755431056022644,0.18857421875,2584,0.15,0.00014087039999999997
500.0,261,1002,1069056,1066,58.066687679999994,1.8017247542738914,0.015460888,-0.022656544914934785,-7.069735643267632,0.3225911855697632,0.9532873630523682,0.7329900860786438,0.2494140625,2594,0.15,0.000140256
500.0,262,1001,1073152,1071,57.94215566999999,1.4602478235960006,0.012118999,-0.015508818393573164,-7.07612721323967,0.32187363505363464,0.9599745273590088,0.6186277270317078,0.17646484375,2604,0.15,0.0001396416
500.0,263,1000,1077248,1076,58.12903085999999,1.2906841050833464,0.012108782,-0.016030153151950798,-7.061862570047379,0.31939324736595154,0.9634906053543091,0.587777316570282,0.1947265625,2614,0.15,0.00013902719999999997
